Description,Exchange_Name,Commodity_Indicator,Product_Description,Future_Option_Indicator,CME__Globex__Volume,Pit_Volume,ExPit_Volume,OTC_Volume,Total_Volume,MTD_ADV,Open_Interest,trade_date
AG PRODUCTS,Chicago Board of Trade (STATS),WZC,CONSECUTIVE CHICAGO SRW WHEAT CALENDAR SPREAD PUT,O,0.0,0.0,0.0,0.0,0.0,56.3333333333333,688.0,20200219
AG PRODUCTS,Chicago Board of Trade (STATS),XCW,CW ICSO CALL,O,0.0,0.0,0.0,0.0,0.0,0.0,140.0,20200219
AG PRODUCTS,Chicago Board of Trade (STATS),XCW,CW ICSO PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20200219
AG PRODUCTS,Chicago Board of Trade (STATS),ZSC,CONSECUTIVE SOYBEAN CALENDAR SPREAD PUT,O,0.0,0.0,0.0,0.0,0.0,2.08333333333333,23.0,20200219
AG PRODUCTS,Chicago Mercantile Exchange (STATS),DY,DRY WHEY CALL,O,0.0,0.0,0.0,0.0,0.0,14.25,768.0,20200219
AG PRODUCTS,Chicago Mercantile Exchange (STATS),DY,DRY WHEY PUT,O,0.0,0.0,0.0,0.0,0.0,8.83333333333333,580.0,20200219
AG PRODUCTS,Chicago Mercantile Exchange (STATS),JQ,CLASS III MID CALL,O,0.0,0.0,0.0,0.0,0.0,0.5,6.0,20200219
AG PRODUCTS,Chicago Mercantile Exchange (STATS),JQ,CLASS III MID PUT,O,0.0,0.0,0.0,0.0,0.0,0.5,23.0,20200219
AG PRODUCTS,CME Group OTC (STATS),CPC,MALAYSIAN CRUDE PALM OIL CAL SWAP,F,0.0,0.0,,0.0,0.0,113.333333333333,25740.0,20200219
AG PRODUCTS,CME Group OTC (STATS),UFN,UREA (GRANULAR) FOB U.S. GULF SWAP,F,0.0,0.0,,0.0,0.0,0.416666666666667,305.0,20200219
AG PRODUCTS,CME Group OTC (STATS),UFU,UAN FOB NOLA SWAP,F,0.0,0.0,,0.0,0.0,5.83333333333333,590.0,20200219
Total:,,,,,18390440.0,1199358.0,0.0,879041.0,20468839.0,20369427.0833333,130417940.0,20200219
,,,,,,,,,,,,20200219
"NOTE: All references to CME Group volume and OI in this report exclude our non-traditional TRAKRs products, for which CME",,,,,,,,,,,,20200219
Group receives significantly lower clearing fees than other CME Group products.,,,,,,,,,,,,20200219
*CME Energy and CME Metals open interest data reflect the previous trading day's noon adjusted open interest.,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
,,,,,,,,,,,,20200219
INTEREST RATES,Chicago Mercantile Exchange (STATS),ED,EURODOLLAR FUTURE,F,2701249.0,38753.0,0.0,59050.0,2799052.0,2455398.76923077,11633537.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),21,10Y NOTE FUTURE,F,2693439.0,6677.0,0.0,44345.0,2744461.0,2060940.15384615,4335133.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),25,5Y NOTE FUTURE,F,2502048.0,2950.0,0.0,96099.0,2601097.0,1116443.84615385,4798435.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),26,2Y NOTE FUTURE,F,1513526.0,0.0,0.0,132875.0,1646401.0,703461.769230769,3795255.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),ED,EURODOLLAR CALL,O,376791.0,562963.0,0.0,47500.0,987254.0,781108.923076923,22857185.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),17,30Y BOND FUTURE,F,569301.0,456.0,0.0,10185.0,579942.0,383786.461538462,1368876.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),UBE,ULTRA T-BND FUT,F,443943.0,0.0,0.0,42457.0,486400.0,219656.0,1368290.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),41,30D FED FD FUTURE,F,464389.0,0.0,0.0,13973.0,478362.0,324167.923076923,1939403.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),21,10Y NOTE PUT,O,315256.0,82243.0,0.0,60000.0,457499.0,311426.615384615,2868497.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),21,10Y NOTE CALL,O,346527.0,50728.0,0.0,20000.0,417255.0,309889.538461538,2299469.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TN,ULTRA 10-YEAR U.S. TNOTE FUT,F,366812.0,0.0,0.0,17303.0,384115.0,207111.615384615,961770.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),ED,EURODOLLAR PUT,O,113640.0,234195.0,0.0,0.0,347835.0,496349.769230769,18738050.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),E0,1YR MIDCRV PUT,O,51572.0,101750.0,0.0,37500.0,190822.0,195288.615384615,2465083.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),E0,1YR MIDCRV CALL,O,40617.0,118600.0,0.0,0.0,159217.0,155521.230769231,3814758.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),25,5Y TRS NT PUT,O,50401.0,54500.0,0.0,0.0,104901.0,97209.3846153846,1870491.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),17,30Y BOND CALL,O,85522.0,2000.0,0.0,10000.0,97522.0,49546.6923076923,570291.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),17,30Y BOND PUT,O,70143.0,3200.0,0.0,12500.0,85843.0,77280.4615384615,926741.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),25,5Y NOTE CALL,O,54888.0,9000.0,0.0,0.0,63888.0,47667.2307692308,695522.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),SR1,ONE-MONTH SOFR FUTURES,F,46304.0,0.0,0.0,9334.0,55638.0,31161.7692307692,281170.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),SR3,THREE-MONTH SOFR FUTURES,F,50851.0,0.0,0.0,4000.0,54851.0,30772.8461538462,169442.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TY1,10Y WK1 NOTE PUT,O,25337.0,13025.0,0.0,0.0,38362.0,34936.7692307692,68839.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TY4,10Y WK4 NOTE CALL,O,23833.0,12775.0,0.0,0.0,36608.0,10014.0769230769,61482.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),E2,2YR MIDCRV CALL,O,17675.0,11500.0,0.0,0.0,29175.0,38540.3076923077,830348.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TY4,10Y WK4 NOTE PUT,O,19169.0,6832.0,0.0,0.0,26001.0,7408.61538461538,49349.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),E2,2YR MIDCRV PUT,O,3265.0,14403.0,0.0,0.0,17668.0,41771.0769230769,1268432.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),SON,QUARTERLY IMM SONIA FUTURES,F,15100.0,0.0,0.0,0.0,15100.0,11159.2307692308,19509.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),E3,3YR MIDCRV PUT,O,1375.0,9780.0,0.0,0.0,11155.0,12758.0769230769,530726.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TY1,10Y WK1 NOTE CALL,O,6561.0,4375.0,0.0,0.0,10936.0,25762.6923076923,27257.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),US4,30Y WK4 BOND CALL,O,8224.0,1500.0,0.0,0.0,9724.0,2028.84615384615,15024.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),26,2Y NOTE CALL,O,7300.0,0.0,0.0,0.0,7300.0,3432.84615384615,67707.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),US4,30Y WK4 BOND PUT,O,6501.0,0.0,0.0,0.0,6501.0,1385.53846153846,11250.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),E3,3YR MIDCRV CALL,O,5710.0,300.0,0.0,0.0,6010.0,13350.6153846154,464084.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),26,2Y NOTE PUT,O,5220.0,171.0,0.0,0.0,5391.0,13071.6153846154,283461.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),N1U,10 YEAR DELIVERABLE INTEREST RATE SWAP FUTURE,F,4094.0,0.0,0.0,0.0,4094.0,1571.61538461538,98270.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WB4,WK 4 CALLWEDS 30 YR TREASURY BOND OPTIONS,O,3089.0,0.0,0.0,0.0,3089.0,250.153846153846,3220.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),FV4,5Y WK4 NOTE CALL,O,800.0,1000.0,0.0,0.0,1800.0,612.384615384615,5488.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),FV4,5Y WK4 NOTE PUT,O,749.0,1000.0,0.0,0.0,1749.0,1133.15384615385,11555.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TY2,10Y WK2 NOT PUT,O,1559.0,0.0,0.0,0.0,1559.0,53831.4615384615,2192.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TY2,10Y WK2 NOTE CALL,O,1109.0,0.0,0.0,0.0,1109.0,46017.0769230769,1593.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WY4,WK 4 PUT WEDS 10 YR TREASURY NOTE OPTIONS,O,1012.0,0.0,0.0,0.0,1012.0,388.230769230769,4399.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WF4,WK 4 CALL WEDS 5 YR TREASURY NOTE OPTIONS,O,990.0,0.0,0.0,0.0,990.0,104.923076923077,1324.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LIT,2-YEAR ERIS SWAP FUTURE,F,449.0,0.0,0.0,508.0,957.0,801.230769230769,44148.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),FV1,5Y WK1 NOTE PUT,O,927.0,0.0,0.0,0.0,927.0,2731.0,2161.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WB4,WK 4 PUT WEDS 30 YR TREASURY BOND OPTIONS,O,927.0,0.0,0.0,0.0,927.0,97.0769230769231,1146.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WY4,WK 4 CALL WEDS 10 YR TREASURY NOTE OPTIONS,O,861.0,0.0,0.0,0.0,861.0,543.230769230769,6233.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),F1U,5 YEAR DELIVERABLE INTEREST RATE SWAP FUTURE,F,841.0,0.0,0.0,0.0,841.0,787.0,32695.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),US1,30Y WK1 BOND CALL,O,692.0,0.0,0.0,0.0,692.0,3415.23076923077,2058.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LIW,5-YEAR ERIS SWAP FUTURES,F,490.0,0.0,0.0,0.0,490.0,642.076923076923,44867.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),US1,30Y WK1 BOND PUT,O,372.0,0.0,0.0,0.0,372.0,5790.30769230769,2223.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),US2,30Y WK2 BOND PUT,O,305.0,0.0,0.0,0.0,305.0,7526.76923076923,305.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WF4,WK 4 PUT WEDS 5 YR TREASURY NOTE OPTIONS,O,305.0,0.0,0.0,0.0,305.0,129.384615384615,1142.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),FV1,5Y WK1 NOTE CALL,O,266.0,0.0,0.0,0.0,266.0,1460.76923076923,993.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LIB,7-YEAR ERIS SWAP FUTURES,F,195.0,0.0,0.0,0.0,195.0,115.846153846154,18672.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),US2,30Y WK2 BOND CALL,O,156.0,0.0,0.0,0.0,156.0,5322.0,156.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LIE,30-YEAR ERIS SWAP FUTURES,F,2.0,0.0,0.0,131.0,133.0,21.4615384615385,3329.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),FV2,5Y WK2 NOTE CALL,O,66.0,0.0,0.0,0.0,66.0,3639.30769230769,66.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LIY,10-YEAR ERIS SWAP FUTURES,F,45.0,0.0,0.0,0.0,45.0,231.307692307692,91191.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LIC,3-YEAR ERIS SWAP FUTURES,F,28.0,0.0,0.0,0.0,28.0,143.153846153846,11965.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),MPC,MPC SONIA FUTURES,F,11.0,0.0,0.0,0.0,11.0,206.076923076923,1242.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),UBE,ULTRA T-BND PUT,O,5.0,0.0,0.0,0.0,5.0,307.692307692308,30001.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),FV2,5Y WK2 NOTE PUT,O,4.0,0.0,0.0,0.0,4.0,3203.30769230769,4.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),UBE,ULTRA T-BND CALL,O,1.0,0.0,0.0,0.0,1.0,4.38461538461539,918.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),SR3,PUT OPTIONS ON THREE-MONTH SOFR FUTURES,O,1.0,0.0,0.0,0.0,1.0,0.307692307692308,15.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),41,30D FED FD CALL,O,0.0,0.0,0.0,0.0,0.0,201.0,3026.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),41,30D FED FD PUT,O,0.0,0.0,0.0,0.0,0.0,180.769230769231,4203.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LID,4-YEAR ERIS SWAP FUTURES,F,0.0,0.0,0.0,0.0,0.0,97.7692307692308,6681.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LIL,15-YEAR ERIS SWAP FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,10850.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),LIO,20-YEAR ERIS SWAP FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,90.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TN,ULTRA 10-YEAR U.S. TNOTE CALL,O,0.0,0.0,0.0,0.0,0.0,46.1538461538462,12058.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),TN,ULTRA 10-YEAR U.S. TNOTE PUT,O,0.0,0.0,0.0,0.0,0.0,3.23076923076923,586.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WB3,WK 3 CALL WEDS 30 YR TREASURY BOND OPTIONS,O,0.0,0.0,0.0,0.0,0.0,435.846153846154,0.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WB3,WK 3 PUT WEDS 30 YR TREASURY BOND OPTIONS,O,0.0,0.0,0.0,0.0,0.0,588.0,0.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WF3,WK 3 CALL WEDS 5 YR TREASURY NOTE OPTIONS,O,0.0,0.0,0.0,0.0,0.0,622.692307692308,0.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WF3,WK 3 PUT WEDS 5 YR TREASURY NOTE OPTIONS,O,0.0,0.0,0.0,0.0,0.0,561.846153846154,0.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WY3,WK 3 CALL WEDS 10 YR TREASURY NOTE OPTIONS,O,0.0,0.0,0.0,0.0,0.0,4706.92307692308,0.0,20200220
INTEREST RATES,Chicago Board of Trade (STATS),WY3,WK 3 PUT WEDS 10 YR TREASURY NOTE OPTIONS,O,0.0,0.0,0.0,0.0,0.0,2203.76923076923,0.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),E4,4YR MIDCRV CALL,O,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,30388.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),E4,4YR MIDCRV PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,11091.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),S0,ONE-YEAR MID-CURVE SOFR PUT OPTIONS,O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20200220
INTEREST RATES,Chicago Mercantile Exchange (STATS),SR3,CALL OPTIONS ON THREE-MONTH SOFR FUTURES,O,0.0,0.0,0.0,0.0,0.0,0.384615384615385,12.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ES,E-MINI S&P 500 FUTURE,F,2071819.0,0.0,0.0,6364.0,2078183.0,1622033.92307692,2849683.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 FUTURE,F,801496.0,0.0,0.0,2500.0,803996.0,589194.846153846,211260.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),MES,MICRO E-MINI S&P 500 FUTURES,F,555443.0,0.0,0.0,0.0,555443.0,329126.692307692,71539.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),MNQ,MICRO E-MINI NASDAQ 100 FUTURE,F,484597.0,0.0,0.0,0.0,484597.0,283770.153846154,44219.0,20200220
EQUITY INDEX,Chicago Board of Trade (STATS),YM,MINI $5 DOW FUTURE,F,288561.0,0.0,0.0,0.0,288561.0,224140.153846154,105605.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW3,EOW3 MINI S&P PUT,O,221212.0,0.0,0.0,0.0,221212.0,83393.9230769231,746634.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTY,EMINI RUSSELL 2000 INDEX FUTURES,F,175607.0,0.0,0.0,3300.0,178907.0,135281.923076923,486365.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ES,E-MINI S&P 500 PUT,O,148272.0,0.0,0.0,0.0,148272.0,96868.0,1368006.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW3,EOW3 MINI S&P CALL,O,104727.0,0.0,0.0,0.0,104727.0,40360.3076923077,283067.0,20200220
EQUITY INDEX,Chicago Board of Trade (STATS),MYM,MICRO E-MINI DOW JONES AVE FUTURE,F,90821.0,0.0,0.0,0.0,90821.0,68572.1538461538,10876.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW,EOM EMINI S&P 500 PUT,O,71684.0,0.0,0.0,0.0,71684.0,40135.9230769231,571048.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ES,E-MINI S&P 500 CALL,O,65799.0,0.0,0.0,0.0,65799.0,60308.1538461538,677375.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),N1,NIKKEI (YEN),F,65624.0,0.0,0.0,0.0,65624.0,45666.9230769231,59551.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),M2K,MICRO E-MINI RUSSELL 2000 INDEX FUT,F,44101.0,0.0,0.0,0.0,44101.0,32766.8461538462,9702.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4A,E-MINI S&P 500 MONDAY WEEKLY PUT,O,30778.0,0.0,0.0,0.0,30778.0,5598.23076923077,50598.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW,EOM EMINI S&P 500 CALL,O,23192.0,0.0,0.0,0.0,23192.0,23304.6923076923,250460.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SDA,S&P 500 ANNUAL DIVIDEND INDEX FUT,F,3366.0,0.0,0.0,19750.0,23116.0,3814.15384615385,112199.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW1,EOW1 MINI S&P PUT,O,17998.0,0.0,0.0,0.0,17998.0,43612.7692307692,82194.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW2,EOW2 MINI S&P PUT,O,16955.0,0.0,0.0,0.0,16955.0,50386.2307692308,47244.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NK,NIKKEI ($),F,16395.0,0.0,0.0,0.0,16395.0,10021.2307692308,19890.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ME,E-MINI S&P MIDCAP 400 FUTURE,F,15899.0,0.0,0.0,0.0,15899.0,13128.4615384615,78185.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4C,E-MINI S&P 500 WEDNESDAY WEEK4 PUT,O,14396.0,0.0,0.0,0.0,14396.0,4014.46153846154,34515.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV3,EOW3 S&P 500 PUT,O,0.0,12495.0,0.0,0.0,12495.0,5294.84615384615,80603.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW1,EOW1 MINI S&P CALL,O,7312.0,0.0,0.0,0.0,7312.0,21226.6153846154,33767.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,7161.0,0.0,0.0,0.0,7161.0,1828.23076923077,14182.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN3,E-MINI NASDAQ 100 WKLY THREE PUT,O,7022.0,0.0,0.0,0.0,7022.0,2735.30769230769,25371.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAF,E-mini S&P FIN F XAF FUTURE,F,356.0,0.0,0.0,5037.0,5393.0,1035.92307692308,34292.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4C,E-MINI S&P 500 WEDNESDAY WEEK4 CALL,O,4985.0,0.0,0.0,0.0,4985.0,1739.30769230769,13521.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1A,E-MINI S&P 500 MONDAY WEEKLY PUT,O,4723.0,0.0,0.0,0.0,4723.0,8228.30769230769,18640.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV,EOM S&P 500 PUT,O,0.0,4530.0,0.0,0.0,4530.0,2126.53846153846,34479.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),BTC,BITCOIN FUTURES,F,4397.0,0.0,0.0,0.0,4397.0,11911.6923076923,6336.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,4383.0,0.0,0.0,0.0,4383.0,5987.07692307692,17586.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN3,E-MINI NASDAQ 100 WKLY THREE CALL,O,4155.0,0.0,0.0,0.0,4155.0,2388.0,15971.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S4A,S&P 500 MONDAY WEEKLY PUT,O,0.0,4074.0,0.0,0.0,4074.0,657.230769230769,7734.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 CALL,O,3822.0,0.0,0.0,0.0,3822.0,3330.0,26130.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 PUT,O,3812.0,0.0,0.0,0.0,3812.0,2647.84615384615,32758.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1C,E-MINI S&P 500 WEDNESDAY WEEK1 PUT,O,3714.0,0.0,0.0,0.0,3714.0,18935.5384615385,16704.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SP,S&P 500 FUTURES,F,5.0,349.0,0.0,3238.0,3592.0,2096.92307692308,42511.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E2C,E-MINI S&P 500 WEDNESDAY WEEK2 PUT,O,3403.0,0.0,0.0,0.0,3403.0,17306.1538461538,6779.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW2,EOW2 MINI S&P CALL,O,2925.0,0.0,0.0,0.0,2925.0,25140.3846153846,15324.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV,EOM S&P 500 CALL,O,0.0,2676.0,0.0,0.0,2676.0,936.0,4914.0,20200220
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAP,E-mini S&P STAPLES F XAP FUTURE,F,168.0,0.0,0.0,2465.0,2633.0,706.692307692308,16905.0,20200220
